transaction_id,customer_id,transaction_date,transaction_type,amount,transaction_mode,merchant,status_transaction
37916,4280,2024-04-27 18:53:19,Withdrawal,17997.15,Branch,,Success
12460,4281,2024-12-05 10:46:51,Deposit,16980.03,ATM,,Success
19230,4282,2024-12-01 17:05:13,Deposit,13471.49,ATM,,Success
13698,4283,2024-05-27 13:22:46,Withdrawal,4535.22,UPI,,Success
6866,4284,2025-09-16 18:13:41,Transfer,24682.81,UPI,Water Board,Success
26649,4285,2025-06-24 08:24:53,Transfer,30797.57,Online,IRCTC,Success
30502,4286,2025-08-14 20:48:05,Withdrawal,31097.05,Online,,Success
31430,4287,2024-11-19 22:34:49,Transfer,17765.24,ATM,PhonePe,Success
26155,4288,2025-08-08 04:25:41,Withdrawal,9198.97,Online,,Success
35981,4289,2024-06-12 06:58:08,Deposit,2703.88,ATM,,Failed
2833,4290,2025-05-06 21:18:07,Withdrawal,12349.66,UPI,,Success
32981,4291,2025-04-14 04:42:47,Transfer,4930.05,ATM,Flipkart,Success
31185,4292,2023-10-20 11:33:15,Transfer,4913.27,Branch,PayTM,Success
25593,4293,2025-05-31 11:59:29,Transfer,2673.06,Branch,Electricity Board,Success
31719,4294,2023-10-21 07:48:08,Deposit,2311.77,Online,,Failed
38132,4295,2023-11-24 16:08:15,Deposit,13781.65,Branch,,Success
30581,4296,2025-02-20 05:42:08,Transfer,4580.38,UPI,Gas Supplier,Success
42509,4297,2025-04-19 17:17:40,Deposit,9392.11,ATM,,Success
38842,4298,2025-09-25 18:59:45,Withdrawal,4604.54,UPI,,Success
39192,4299,2025-03-22 05:57:06,Deposit,5919.29,ATM,,Success
24306,4300,2024-09-10 13:34:45,Deposit,20014.32,UPI,,Success
20829,4301,2024-03-08 06:07:26,Deposit,10739.06,Online,,Success
49735,4302,2023-11-24 10:44:40,Transfer,36989.43,Branch,Water Board,Success
5853,4303,2024-01-07 22:51:24,Deposit,1066.29,UPI,,Success
27552,4304,2024-05-01 08:49:43,Withdrawal,323.82,Branch,,Success
11228,4305,2025-05-06 12:08:19,Transfer,14522.02,ATM,Water Board,Failed
27074,4306,2025-04-12 05:03:07,Deposit,21417.35,Branch,,Success
10891,4307,2024-07-17 12:54:08,Withdrawal,4289.37,Branch,,Success
44739,4308,2023-12-27 06:48:00,Transfer,19158.21,Online,Gas Supplier,Success
15973,4309,2024-06-17 08:53:51,Transfer,15499.68,UPI,Gas Supplier,Success
44781,4310,2025-02-10 18:58:22,Deposit,2941.05,Online,,Success
24957,4311,2024-09-18 10:47:46,Bill Payment,1563.47,ATM,Electricity Board,Success
29255,4312,2023-12-12 14:18:00,Deposit,637.86,ATM,,Success
28962,4313,2025-09-29 21:57:26,Deposit,3227.15,Online,,Success
11952,4314,2024-04-16 08:31:04,Deposit,10896.12,ATM,,Success
36821,4315,2025-04-25 15:49:42,Withdrawal,4090.1,ATM,,Success
39765,4316,2024-04-05 18:27:10,Withdrawal,5381.95,Online,,Success
34242,4317,2024-04-28 09:54:47,Withdrawal,7149.56,Branch,,Success
46085,4318,2024-01-08 12:32:57,Transfer,1490.35,Online,BigBasket,Success
14550,4319,2024-11-20 10:58:16,Withdrawal,3860.74,UPI,,Success
12037,4320,2025-01-19 17:36:13,Deposit,4431.99,Online,,Success
32955,4321,2025-07-10 05:19:23,Deposit,17038.9,Online,,Success
20372,4322,2023-10-30 14:41:20,Withdrawal,9312.74,Branch,,Success
27139,4323,2025-06-27 02:35:26,Transfer,3031.48,Branch,Electricity Board,Success
6365,4324,2024-01-18 20:59:12,Withdrawal,10836.39,Online,,Success
10604,4325,2025-06-29 01:32:07,Deposit,16139.34,ATM,,Success
9133,4326,2024-10-29 23:13:46,Bill Payment,1005.4,Online,Electricity Board,Success
41298,4327,2024-11-19 03:08:15,Deposit,9358.37,Branch,,Success
39019,4328,2025-08-01 20:52:36,Transfer,2008.78,Online,Flipkart,Success
28611,4329,2025-01-04 16:47:08,Withdrawal,13389.78,ATM,,Failed
38200,4330,2025-05-02 01:18:21,Bill Payment,5368.12,UPI,PhonePe,Success
8682,4331,2025-05-21 21:55:54,Bill Payment,14208.83,Online,Flipkart,Success
31786,4332,2024-03-16 22:23:38,Bill Payment,1967.1,UPI,Flipkart,Success
13267,4333,2024-12-26 04:13:29,Withdrawal,2388.3,UPI,,Success
29680,4334,2024-03-05 14:34:14,Transfer,3581.62,UPI,PhonePe,Success
28192,4335,2024-10-18 12:46:37,Transfer,959.32,Branch,Gas Supplier,Failed
38644,4336,2024-04-13 03:57:43,Bill Payment,10653.41,Branch,Water Board,Success
35692,4337,2025-02-20 13:06:02,Transfer,10268.53,Online,Electricity Board,Success
27728,4338,2025-02-25 05:45:05,Deposit,1094.1,Online,,Success
382,4339,2024-12-13 02:16:27,Deposit,7879.22,Online,,Success
37201,4340,2025-10-04 02:33:58,Withdrawal,17837.02,ATM,,Success
27078,4341,2025-01-16 02:24:59,Deposit,2015.37,Online,,Pending
24925,4342,2025-03-22 14:08:43,Deposit,2147.5,UPI,,Success
47464,4343,2025-08-06 10:45:12,Transfer,568.12,UPI,Amazon,Success
36261,4344,2024-06-24 21:28:10,Withdrawal,5214.24,Branch,,Success
48536,4345,2024-09-15 12:41:57,Withdrawal,23960.7,Branch,,Success
26433,4346,2024-12-03 11:41:25,Transfer,4255.45,UPI,Reliance,Success
15886,4347,2024-07-01 01:05:51,Transfer,22635.47,UPI,Gas Supplier,Success
17200,4348,2023-12-01 01:55:20,Withdrawal,1476.2,ATM,,Success
29929,4349,2023-11-22 15:20:24,Withdrawal,17199.72,Online,,Success
17481,4350,2024-12-13 09:35:34,Deposit,2637.54,UPI,,Success
3946,4351,2024-12-07 03:52:38,Deposit,4628.6,Online,,Success
32812,4352,2024-05-11 05:23:53,Bill Payment,3545.31,Online,PhonePe,Success
16968,4353,2023-11-30 05:56:45,Transfer,11803.89,Branch,Flipkart,Success
32406,4354,2025-07-19 15:59:05,Withdrawal,1302.28,Branch,,Success
13677,4355,2023-11-02 04:07:28,Transfer,18882.53,UPI,Amazon,Success
31955,4356,2023-12-03 06:06:14,Withdrawal,25024.59,UPI,,Success
20521,4357,2024-05-24 13:52:12,Deposit,92883.31,UPI,,Success
306,4358,2025-04-27 00:21:12,Deposit,20506.33,Branch,,Success
24858,4359,2024-04-08 14:26:58,Deposit,6031.63,UPI,,Success
19826,4360,2024-04-28 19:59:20,Transfer,995.64,UPI,BigBasket,Success
15806,4361,2023-12-01 07:41:20,Deposit,2558.84,Online,,Success
14676,4362,2025-03-08 16:05:15,Transfer,2233.97,Online,Water Board,Success
25741,4363,2023-10-26 20:58:29,Transfer,2130.76,Branch,PayTM,Success
25621,4364,2024-03-20 17:03:31,Transfer,5151.28,UPI,Water Board,Success
34264,4365,2024-12-14 20:03:27,Withdrawal,6285.84,UPI,,Success
32674,4366,2024-12-30 03:32:55,Withdrawal,16688.12,ATM,,Failed
25517,4367,2025-08-14 06:46:25,Deposit,258.92,Branch,,Success
23265,4368,2025-09-30 13:20:56,Withdrawal,1632.68,UPI,,Success
9364,4369,2025-06-06 08:15:38,Withdrawal,727.93,UPI,,Success
49629,4370,2025-08-18 19:46:53,Deposit,5204.43,ATM,,Success
32415,4371,2024-03-21 03:41:10,Transfer,450.48,Online,Electricity Board,Success
44460,4372,2025-05-07 12:56:12,Transfer,14453.51,Branch,Amazon,Failed
38581,4373,2025-08-20 04:08:57,Deposit,544.35,Online,,Failed
48420,4374,2024-05-24 06:22:43,Transfer,1455.29,UPI,Electricity Board,Success
24654,4375,2024-08-30 17:42:49,Deposit,2085.49,UPI,,Success
5344,4376,2024-04-09 12:50:29,Deposit,13622.71,Branch,,Success
44260,4377,2024-03-06 13:43:04,Deposit,17857.95,ATM,,Success
28090,4378,2024-02-01 03:53:10,Deposit,3370.15,Online,,Success
19794,4379,2025-05-19 10:24:25,Deposit,10914.62,UPI,,Success
19869,4380,2025-05-19 06:35:44,Deposit,24686.31,UPI,,Failed
20828,4381,2025-07-17 21:26:16,Deposit,10645.53,Online,,Success
31983,4382,2023-12-16 11:05:38,Deposit,2347.04,UPI,,Success
12685,4383,2024-06-11 09:33:18,Deposit,5284.53,Online,,Success
32192,4384,2023-11-03 12:28:53,Withdrawal,8197.65,UPI,,Success
42782,4385,2024-02-06 09:13:14,Deposit,1279.09,Branch,,Success
7620,4386,2025-04-06 09:07:53,Withdrawal,29636.29,UPI,,Pending
7814,4387,2023-12-24 22:13:03,Withdrawal,2196.4,Branch,,Success
16634,4388,2024-02-07 07:14:40,Transfer,41553.88,Online,Flipkart,Success
2180,4389,2024-05-24 06:12:34,Deposit,4643.25,Branch,,Success
36770,4390,2025-01-18 22:03:21,Deposit,5556.16,Online,,Success
38806,4391,2024-07-25 05:27:58,Deposit,2843.43,ATM,,Success
7333,4392,2025-03-09 23:12:45,Withdrawal,31434.72,ATM,,Success
30713,4393,2024-08-25 17:18:58,Withdrawal,12458.09,ATM,,Success
46145,4394,2025-02-27 05:01:19,Transfer,3031.77,Branch,BigBasket,Pending
46809,4395,2023-12-29 09:29:04,Withdrawal,6257.81,ATM,,Success
9518,4396,2024-06-01 20:40:37,Bill Payment,16282.09,UPI,Electricity Board,Success
38795,4397,2025-06-15 12:07:34,Deposit,6117.83,Branch,,Success
34168,4398,2024-07-18 13:49:54,Bill Payment,3941.65,ATM,BigBasket,Success
15722,4399,2024-02-14 09:34:04,Deposit,33604.62,ATM,,Success
25798,4400,2025-07-04 01:23:12,Withdrawal,4557.65,ATM,,Success
28685,4401,2025-06-10 08:21:29,Withdrawal,7052.43,Online,,Success
45683,4402,2024-08-17 10:51:50,Transfer,2535.18,Branch,IRCTC,Failed
20384,4403,2024-12-03 21:48:20,Withdrawal,403.14,Online,,Success
2876,4404,2025-06-19 05:04:18,Withdrawal,2725.85,ATM,,Success
42271,4405,2024-03-09 08:49:05,Transfer,1342.72,UPI,Reliance,Success
22995,4406,2024-11-11 04:14:36,Deposit,3714.99,UPI,,Success
18998,4407,2024-01-02 11:24:12,Deposit,23024.9,Branch,,Success
27722,4408,2025-06-08 23:40:45,Transfer,1255.25,ATM,PayTM,Success
21846,4409,2024-01-26 21:04:29,Transfer,4791.23,UPI,Flipkart,Success
13767,4410,2023-12-08 03:16:49,Deposit,65046.05,ATM,,Success
33099,4411,2025-09-03 18:53:47,Deposit,15981.73,UPI,,Success
20120,4412,2024-02-08 21:38:13,Deposit,4696.32,UPI,,Success
48404,4413,2025-02-02 04:18:24,Deposit,8382.51,Branch,,Pending
41866,4414,2024-11-01 05:22:18,Transfer,3323.83,Branch,Water Board,Success
13327,4415,2024-08-03 22:55:04,Withdrawal,3149.37,Online,,Success
42437,4416,2024-03-07 19:04:06,Deposit,17509.03,Online,,Failed
23537,4417,2023-10-22 21:02:38,Deposit,7064.17,UPI,,Success
1282,4418,2024-07-29 22:17:48,Transfer,5013.98,Branch,Flipkart,Success
22169,4419,2024-09-06 17:49:08,Withdrawal,4196.98,UPI,,Success
21908,4420,2024-12-24 22:20:07,Withdrawal,6637.71,UPI,,Pending
34471,4421,2025-03-15 17:52:54,Deposit,963.28,Branch,,Success
34154,4422,2025-08-17 04:35:56,Deposit,29750.43,ATM,,Success
20009,4423,2023-10-19 06:31:56,Deposit,10101.44,Branch,,Success
36834,4424,2024-08-31 23:33:41,Deposit,15066.68,Online,,Success
17727,4425,2025-10-05 02:26:12,Deposit,13773.0,Online,,Success
23005,4426,2024-04-03 17:35:40,Transfer,6653.67,Branch,Flipkart,Success
31388,4427,2024-07-12 09:17:52,Deposit,21368.79,Branch,,Success
34828,4428,2025-03-06 09:42:48,Withdrawal,12964.05,Branch,,Success
42863,4429,2024-06-06 17:09:03,Deposit,4737.87,Branch,,Success
6828,4430,2024-06-29 20:25:36,Withdrawal,6943.45,Branch,,Success
9102,4431,2024-06-10 10:42:54,Transfer,791.32,Online,Gas Supplier,Success
25390,4432,2023-10-10 06:22:11,Transfer,168.98,Online,PhonePe,Success
6129,4433,2025-03-08 17:59:01,Withdrawal,6134.15,Branch,,Success
18533,4434,2024-11-25 15:10:55,Withdrawal,3065.55,UPI,,Success
14801,4435,2025-08-05 04:37:54,Deposit,21858.08,ATM,,Success
24058,4436,2023-12-16 02:24:45,Deposit,20959.74,UPI,,Success
18825,4437,2024-12-22 01:49:38,Withdrawal,23950.63,Branch,,Pending
24223,4438,2024-11-09 01:04:09,Withdrawal,1366.37,ATM,,Success
10689,4439,2024-05-24 10:16:24,Bill Payment,15829.39,ATM,BigBasket,Success
17871,4440,2024-07-25 18:30:58,Withdrawal,3392.42,ATM,,Pending
8875,4441,2024-01-01 10:48:04,Transfer,1188.46,Online,Flipkart,Success
10160,4442,2023-12-03 19:09:27,Bill Payment,3516.23,Online,Water Board,Success
41361,4443,2024-01-30 03:58:27,Withdrawal,41690.17,UPI,,Success
18335,4444,2025-08-19 10:38:45,Withdrawal,24630.87,Branch,,Success
20440,4445,2025-09-04 14:43:59,Bill Payment,7896.73,ATM,Amazon,Success
20837,4446,2025-02-25 19:28:06,Deposit,31433.78,ATM,,Pending
603,4447,2025-02-20 22:30:41,Transfer,6172.04,UPI,Flipkart,Success
17244,4448,2024-05-30 06:52:56,Deposit,10199.73,Online,,Success
6651,4449,2023-12-09 05:41:50,Withdrawal,460.06,Online,,Success
12997,4450,2024-04-22 17:40:44,Deposit,15424.0,Branch,,Success
39785,4451,2024-10-19 01:29:59,Deposit,1095.06,Online,,Success
17086,4452,2024-11-15 08:46:26,Transfer,4033.6,UPI,Amazon,Success
18650,4453,2024-09-08 03:57:43,Withdrawal,645.79,UPI,,Success
39320,4454,2024-09-26 15:01:41,Deposit,7549.23,UPI,,Success
46480,4455,2025-02-25 14:59:18,Transfer,3878.49,ATM,Amazon,Success
44489,4456,2025-03-11 13:17:20,Withdrawal,17148.0,UPI,,Success
12062,4457,2023-11-11 19:41:14,Deposit,27292.69,UPI,,Success
31886,4458,2025-03-09 20:46:55,Withdrawal,9954.93,Online,,Success
37600,4459,2024-03-02 09:54:57,Deposit,11603.65,Online,,Success
5937,4460,2025-03-02 21:43:54,Transfer,5944.86,Online,Electricity Board,Success
26259,4461,2025-09-26 15:28:26,Bill Payment,891.89,UPI,PhonePe,Failed
3508,4462,2023-10-15 10:59:28,Deposit,519.3,UPI,,Success
36497,4463,2024-10-27 10:03:54,Deposit,23321.55,UPI,,Success
7477,4464,2025-01-21 02:54:47,Withdrawal,8062.5,Branch,,Success
6363,4465,2024-08-04 02:32:48,Deposit,2311.7,UPI,,Success
45664,4466,2025-04-05 11:08:54,Withdrawal,13850.37,ATM,,Success
25367,4467,2023-11-21 18:06:07,Deposit,48466.15,Online,,Success
44804,4468,2024-05-28 12:23:21,Withdrawal,13378.64,Online,,Success
7447,4469,2024-10-08 02:26:15,Deposit,1657.2,Online,,Success
41872,4470,2025-08-15 23:45:27,Withdrawal,1872.49,Online,,Success
31647,4471,2024-10-19 16:32:58,Transfer,12856.3,Online,Amazon,Success
13546,4472,2025-07-02 02:43:59,Deposit,7170.29,Online,,Success
9524,4473,2024-05-11 06:22:43,Deposit,6717.33,UPI,,Success
4696,4474,2025-05-16 13:10:11,Bill Payment,1315.62,UPI,Gas Supplier,Success
7578,4475,2024-10-10 02:45:34,Deposit,1225.82,Online,,Success
46849,4476,2024-09-29 15:14:24,Withdrawal,13388.01,Online,,Success
42815,4477,2025-08-10 05:45:40,Withdrawal,7758.98,Branch,,Success
32462,4478,2024-07-04 15:09:12,Deposit,3381.2,Branch,,Success
30439,4479,2025-09-02 06:26:23,Deposit,8534.0,Online,,Success
10483,4480,2024-08-05 11:39:33,Transfer,4350.09,UPI,Electricity Board,Success
21019,4481,2024-08-30 05:00:08,Withdrawal,15097.21,Online,,Success
7856,4482,2024-06-03 19:25:27,Deposit,3252.8,ATM,,Success
3641,4483,2024-08-05 05:31:56,Deposit,6061.2,Online,,Success
10874,4484,2024-05-15 10:33:13,Bill Payment,17234.97,ATM,PhonePe,Success
9978,4485,2023-11-08 05:43:47,Transfer,2290.45,ATM,Water Board,Success
35140,4486,2025-03-10 09:08:31,Deposit,17123.41,ATM,,Success
35543,4487,2025-02-24 09:40:35,Deposit,480.97,Branch,,Success
47677,4488,2024-11-06 07:23:17,Withdrawal,14814.21,ATM,,Success
30319,4489,2024-04-20 13:07:27,Withdrawal,6730.61,ATM,,Success
32072,4490,2024-08-14 01:01:40,Bill Payment,305.0,Branch,IRCTC,Success
49396,4491,2025-02-18 14:35:29,Withdrawal,6850.57,Online,,Pending
24615,4492,2024-10-16 22:15:00,Deposit,4007.34,Branch,,Success
32849,4493,2025-08-14 17:21:58,Bill Payment,11771.17,ATM,PayTM,Success
26378,4494,2024-05-15 21:58:20,Withdrawal,66839.22,ATM,,Success
32377,4495,2025-04-26 03:11:57,Withdrawal,2590.76,UPI,,Success
13593,4496,2025-02-18 10:37:15,Deposit,4139.37,Branch,,Success
27423,4497,2023-10-25 11:34:12,Bill Payment,4243.58,Online,Flipkart,Pending
42599,4498,2023-10-28 01:45:19,Transfer,5661.21,Online,Reliance,Success
18432,4499,2025-01-23 19:31:04,Deposit,18401.45,Online,,Success
14317,4500,2024-02-14 16:38:40,Bill Payment,38129.58,Online,PhonePe,Success
7368,4501,2023-10-18 09:01:31,Deposit,21816.77,UPI,,Success
9094,4502,2024-01-08 17:54:51,Deposit,798.38,Branch,,Success
18113,4503,2025-04-23 03:23:33,Withdrawal,18784.52,Online,,Success
22714,4504,2025-08-06 06:09:53,Bill Payment,17437.29,UPI,IRCTC,Success
22047,4505,2025-04-22 14:35:17,Deposit,12619.39,Branch,,Success
34589,4506,2024-04-11 13:04:24,Deposit,460.11,UPI,,Success
33375,4507,2025-05-16 00:40:54,Transfer,36671.69,ATM,Gas Supplier,Success
2376,4508,2024-11-09 07:47:39,Bill Payment,11048.83,ATM,IRCTC,Pending
43301,4509,2025-08-26 01:54:45,Transfer,2836.94,Branch,Reliance,Success
16184,4510,2023-11-13 00:53:31,Transfer,8914.51,Online,IRCTC,Success
47308,4511,2024-10-28 01:00:00,Bill Payment,19415.68,UPI,PhonePe,Success
48791,4512,2025-06-12 08:29:54,Withdrawal,5177.07,UPI,,Success
35349,4513,2025-04-14 21:26:47,Deposit,15367.47,Online,,Success
25831,4514,2023-11-14 23:15:59,Withdrawal,24719.87,UPI,,Success
12288,4515,2024-08-06 19:43:26,Transfer,17599.1,UPI,BigBasket,Success
38316,4516,2025-08-20 22:29:25,Transfer,5691.44,Online,Reliance,Success
20811,4517,2024-02-04 08:39:36,Withdrawal,21933.05,Branch,,Success
9439,4518,2025-09-11 03:37:20,Deposit,15396.04,Online,,Success
7371,4519,2025-09-17 08:25:59,Withdrawal,19186.14,Branch,,Success
30162,4520,2024-03-01 16:38:30,Deposit,6667.47,ATM,,Success
667,4521,2024-09-03 21:43:39,Withdrawal,13315.14,UPI,,Success
14643,4522,2024-06-12 16:59:42,Bill Payment,2787.72,Online,BigBasket,Pending
41949,4523,2025-03-04 06:55:44,Deposit,16477.94,UPI,,Success
36495,4524,2024-06-25 18:39:11,Bill Payment,1575.16,ATM,Reliance,Success
19052,4525,2024-07-21 07:18:24,Deposit,8079.08,ATM,,Success
1457,4526,2024-05-08 03:50:20,Withdrawal,3663.87,ATM,,Success
38137,4527,2024-08-10 11:27:15,Withdrawal,12896.08,UPI,,Pending
3161,4528,2025-08-30 08:33:35,Deposit,8006.95,UPI,,Success
23012,4529,2025-04-23 17:28:33,Deposit,709.53,Branch,,Success
21129,4530,2024-05-02 10:59:15,Withdrawal,3841.88,Branch,,Success
14816,4531,2024-10-17 21:09:44,Bill Payment,6588.75,ATM,Flipkart,Success
37423,4532,2023-10-08 13:28:03,Deposit,22169.48,Online,,Success
47543,4533,2025-01-11 12:23:44,Deposit,20235.04,UPI,,Success
31730,4534,2025-06-11 06:50:52,Transfer,580.36,UPI,Reliance,Success
10444,4535,2024-05-14 01:01:09,Transfer,270.33,Branch,Amazon,Success
4760,4536,2025-07-20 22:03:12,Deposit,22110.07,ATM,,Success
44287,4537,2025-08-20 17:46:36,Bill Payment,18274.25,UPI,Flipkart,Success
10389,4538,2024-12-29 08:46:54,Deposit,5927.49,Online,,Success
11532,4539,2024-05-04 04:25:02,Withdrawal,2519.81,ATM,,Success
30275,4540,2025-06-17 04:44:10,Deposit,5990.81,Branch,,Failed
8187,4541,2024-06-18 10:25:24,Deposit,3016.16,ATM,,Success
25078,4542,2025-03-16 00:43:43,Deposit,5744.72,Online,,Success
39240,4543,2025-08-21 09:50:14,Transfer,4086.78,UPI,Electricity Board,Success
19907,4544,2025-01-18 08:29:23,Deposit,1138.23,Branch,,Success
46704,4545,2024-12-18 22:52:48,Deposit,5723.72,UPI,,Success
27926,4546,2025-10-05 11:42:54,Bill Payment,2952.67,Branch,IRCTC,Success
3208,4547,2023-12-11 15:54:00,Transfer,1692.97,UPI,Reliance,Success
16292,4548,2024-10-14 23:26:27,Deposit,2284.17,UPI,,Success
38370,4549,2024-12-22 14:28:27,Transfer,8030.81,Online,Gas Supplier,Success
6181,4550,2023-11-08 03:10:46,Deposit,4511.19,UPI,,Success
1098,4551,2025-04-10 05:58:04,Transfer,1837.14,Online,Electricity Board,Pending
5899,4552,2025-07-15 02:22:50,Transfer,18657.33,Branch,BigBasket,Success
6858,4553,2024-02-28 06:58:50,Deposit,13332.43,UPI,,Pending
41308,4554,2025-05-06 20:29:04,Transfer,21066.86,UPI,PayTM,Success
41168,4555,2024-04-30 13:54:23,Deposit,14696.52,UPI,,Success
11012,4556,2025-05-17 08:06:47,Withdrawal,48505.32,Branch,,Success
353,4557,2024-09-11 23:36:52,Bill Payment,2028.51,Online,Reliance,Success
43577,4558,2024-03-02 12:06:12,Deposit,426.47,UPI,,Success
48774,4559,2024-02-14 00:37:59,Withdrawal,2001.07,Online,,Failed
27186,4560,2024-04-10 07:52:04,Deposit,10505.45,ATM,,Success
37856,4561,2024-07-03 01:13:26,Bill Payment,11256.01,Branch,Electricity Board,Success
25210,4562,2024-03-17 01:54:31,Withdrawal,7680.19,Online,,Success
29437,4563,2024-08-10 15:05:06,Withdrawal,3552.67,ATM,,Success
38185,4564,2025-09-29 20:41:33,Deposit,966.87,Branch,,Success
32216,4565,2024-10-26 17:37:46,Deposit,2721.82,UPI,,Success
29604,4566,2025-03-25 09:25:19,Deposit,8288.2,UPI,,Success
42807,4567,2025-08-10 10:50:13,Bill Payment,8648.28,ATM,Water Board,Success
28084,4568,2025-02-15 09:15:58,Deposit,840.61,Online,,Success
24399,4569,2024-11-12 20:11:53,Withdrawal,7953.07,UPI,,Success
42165,4570,2025-05-20 06:49:10,Transfer,25032.24,ATM,PhonePe,Failed
20062,4571,2024-11-17 14:31:13,Withdrawal,100.55,Online,,Success
49967,4572,2023-12-04 07:10:12,Deposit,1552.11,Online,,Success
29321,4573,2024-10-30 16:10:18,Bill Payment,2454.33,ATM,Flipkart,Success
16903,4574,2024-12-11 10:08:31,Withdrawal,3267.64,UPI,,Success
40560,4575,2025-01-20 16:58:17,Deposit,7994.13,UPI,,Success
5659,4576,2025-06-12 13:43:06,Transfer,2726.81,Online,Gas Supplier,Success
9083,4577,2025-08-11 21:23:05,Deposit,24590.29,ATM,,Success
4054,4578,2024-08-15 17:19:59,Bill Payment,24366.68,Online,IRCTC,Success
29066,4579,2025-08-24 20:57:06,Withdrawal,8674.51,Branch,,Success
12723,4580,2024-05-10 17:28:26,Deposit,17797.41,ATM,,Success
42401,4581,2024-11-18 22:15:03,Withdrawal,7537.41,ATM,,Success
44207,4582,2024-11-16 03:23:36,Deposit,2757.07,UPI,,Success
38767,4583,2025-01-07 02:30:15,Deposit,7153.48,ATM,,Success
13625,4584,2024-08-17 00:33:18,Deposit,8069.0,UPI,,Success
48324,4585,2024-08-14 17:39:45,Withdrawal,3263.95,Branch,,Success
1245,4586,2024-04-23 03:09:15,Withdrawal,7024.69,UPI,,Success
24226,4587,2023-10-16 09:26:38,Deposit,23538.26,ATM,,Success
2052,4588,2024-01-10 07:47:02,Transfer,2070.0,Branch,Gas Supplier,Failed
6047,4589,2023-10-28 01:51:33,Deposit,12230.07,Branch,,Success
2116,4590,2025-02-05 20:32:24,Deposit,9985.33,UPI,,Success
34495,4591,2025-05-27 07:56:11,Bill Payment,170.43,UPI,IRCTC,Pending
43168,4592,2025-02-20 02:32:09,Bill Payment,11277.64,UPI,Electricity Board,Success
13954,4593,2025-09-09 22:42:59,Withdrawal,3684.38,ATM,,Success
42014,4594,2025-08-10 07:00:44,Withdrawal,1563.39,ATM,,Success
8,4595,2025-05-09 01:13:33,Transfer,9089.56,UPI,Water Board,Success
9690,4596,2025-02-16 06:25:12,Withdrawal,9630.8,Branch,,Success
38635,4597,2024-11-06 02:11:53,Deposit,2001.75,ATM,,Failed
26139,4598,2024-11-03 07:51:43,Withdrawal,26173.96,ATM,,Success
13972,4599,2023-12-28 09:56:43,Withdrawal,4840.0,ATM,,Success
17064,4600,2024-06-29 20:31:12,Withdrawal,2418.91,ATM,,Success
27734,4601,2023-10-24 05:07:07,Transfer,10443.66,Online,Amazon,Success
16553,4602,2024-07-16 14:51:38,Withdrawal,10136.61,Branch,,Failed
42780,4603,2025-02-14 02:10:18,Transfer,26182.43,Online,BigBasket,Failed
7953,4604,2024-09-23 23:55:47,Deposit,4741.5,Online,,Success
14430,4605,2025-02-25 11:50:17,Deposit,15677.62,Online,,Success
3992,4606,2025-06-11 08:31:29,Transfer,6234.52,UPI,IRCTC,Success
16329,4607,2025-08-11 04:55:46,Deposit,12418.09,UPI,,Success
21549,4608,2024-02-12 01:44:21,Withdrawal,18977.57,ATM,,Success
25630,4609,2025-04-14 05:47:48,Deposit,3859.34,Branch,,Failed
17992,4610,2025-08-25 22:24:37,Transfer,1809.75,Branch,Water Board,Success
47646,4611,2025-04-16 00:31:16,Deposit,5200.01,Branch,,Success
37683,4612,2025-07-19 21:15:54,Deposit,8111.21,Online,,Success
6563,4613,2024-12-01 22:26:17,Bill Payment,7096.52,ATM,Amazon,Success
3232,4614,2025-04-06 15:11:52,Deposit,6971.19,UPI,,Success
47446,4615,2024-05-13 03:29:54,Bill Payment,5510.35,UPI,Amazon,Pending
44383,4616,2023-10-25 05:46:02,Deposit,13078.58,UPI,,Success
45910,4617,2024-09-16 04:01:26,Deposit,9503.15,Online,,Success
3657,4618,2024-07-17 09:21:35,Withdrawal,454.54,Branch,,Success
2910,4619,2024-08-04 15:56:36,Bill Payment,10653.72,ATM,Amazon,Success
12888,4620,2024-11-06 03:44:01,Withdrawal,2431.53,Branch,,Success
20886,4621,2024-03-25 14:49:44,Deposit,3707.4,Online,,Success
12386,4622,2025-01-14 20:35:40,Withdrawal,2457.11,ATM,,Success
43580,4623,2025-03-14 14:54:10,Withdrawal,10096.64,UPI,,Success
26442,4624,2025-01-16 01:26:48,Withdrawal,36627.22,Branch,,Success
4043,4625,2024-04-12 12:19:34,Deposit,1648.44,Online,,Success
39405,4626,2023-12-11 22:29:04,Deposit,9660.87,Branch,,Failed
28952,4627,2025-07-20 09:15:42,Withdrawal,865.0,ATM,,Failed
17189,4628,2024-11-12 09:05:09,Deposit,866.71,Branch,,Success
18307,4629,2025-08-19 09:51:56,Deposit,10235.59,Branch,,Success
33781,4630,2024-08-22 11:11:39,Deposit,4706.89,ATM,,Success
15545,4631,2025-08-03 19:18:06,Withdrawal,6062.33,Branch,,Success
822,4632,2025-01-02 20:22:51,Transfer,4089.23,Branch,Gas Supplier,Success
21100,4633,2023-10-25 07:55:01,Deposit,9666.74,Online,,Success
5302,4634,2024-02-04 16:32:00,Bill Payment,2299.41,UPI,Flipkart,Success
17057,4635,2025-07-04 13:06:48,Withdrawal,22277.54,Online,,Success
44137,4636,2024-03-22 06:07:39,Withdrawal,32573.48,UPI,,Success
